_id,created_at,ward_id,title,description,sub_category_id,civic_agency_id,location,address,latitude,longitude,ward_title,category_id,category_title,sub_category_title,civic_agency_title,complaint_status_title,comment_count,time_score,time_level
10315,2020-09-09 14:04:00,6,Drainage,Good afternoon sir this is  is the situation of Sara palya Fathima layout ther is no corporate taking responsibility we have been trying since 2 years it's getting worse but still this no one is take action yet der is no chamber connection wen it rain all water and drainage and dirt come inside home last year two of the children lost der life due to infection please kindly have a look sir,380,2.0,"Thanisandra Main Rd, Fathima Layout, Bharath Nagar, Manayata Tech Park, Thanisandra, Bengaluru, Karnataka, India","Fathima Layout, Bharath Nagar, Manayata Tech Park, Thanisandra, Bengaluru, Karnataka 560045",13.0474691,77.6286466,Thanisandra,472.0,Sewerage Systems,Construction of Sewage Lines,BWSSB,Open,0,0.875,high
10316,2020-09-09 15:39:00,184,Garbage black spot - People throw a lot of garbage here. inspite...,"Garbage black spot - People throw a lot of garbage here. inspite of our best efforts, we are unable to control this.",155,10.0,"246, 12Th Main Rd, Ags Layout, Hosakerehalli, Bengaluru, Karnataka 560061, India",,12.9163655,77.5395622,Uttarahalli,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0,0.646,medium
10317,2020-09-09 18:48:00,184,Drinage and Sewerage pipe line broken,Ear Sir It is regarding Raja Garden golden green layout - Thurahall. Please note that other people they are allow their sewerage to flow on site no.1-2-3-4. and all pipe line is broken and it is full of mess in first and 2nd cross near water tank down cross roads. and there no drinage and upper lay out people diverted their all water to on these sites. Please help to resolve the issue. Mr.Vikram - 9972522549,415,10.0,"73, Chandragiri, Near Kabbalamma Temple, Turahalli, Jayanagar Housing Society Layout, Uttarahalli Hobli, Bengaluru, Karnataka 560061, India",Near  JAYANAGAR HOUSING CO OPERATIVE SOIETY WATER TANK,12.89582084,77.5353866,Uttarahalli,18.0,Storm Water Drains,Desilting/Remove Blockage of Storm Water Drains,BBMP,Open,0,1.0,critical
10318,2020-09-09 19:03:00,192,"“L&amp;T”???? drainage system ????, ???? layout ?? complete ????...","“L&amp;T”???? drainage system ????, ???? layout ?? complete ???? ??????????, ?????? 4 ???????? ???????? ??????????, ???? ??????? ???????? ???? ??????? ????. 
???????? ???? ?? ?????? ?????????????? ?????? ??????????? ???????????",352,10.0,"Mist Layout, Vittasandra, Bengaluru, Karnataka, India",,12.8611343,77.6429306,Begur,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,Bruhat Bengaluru Mahanagara Palike,Open,4,0.167,new
10319,2020-09-09 22:54:00,129,Streetlight not working,Streetlight not working,62,10.0,"9Th Main Road, Srigandada Kavalu, Bengaluru Urban, In, India",,12.97770384,77.49742962,Jnana Bharathi,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,1,1.0,critical
10320,2020-09-10 07:04:00,48,Irregular water supply,"Hello Respected sir/madam,

I live in this area for more than 20 years we have been always suffered with irregular water supply this ward comes under MLA AKHANDA SRINIVAS MURTHY we have complained a lot of times but untill and unless we call them they won't let the water supply it is very hectic to live under this situation also there is pandemic we are scared to go out to get water please help us out in this please as a tax paying citizen it is a humble request please ask them to make it a schedule and let water supply at least once in 2 days, we don't even have bore hole supply in our street to at least survive for 9/10 the water supply in only 4 times in a month please help us out.

Also please take a action against local municipality counsellor Nasir he and his gundas has key to open up the walve as soon as water comes that is illegal 

Thanks and regards.
Citizen of India 
Jai hind 
Jai karnataka.",182,2.0,"Sayeediya Arabic College, Sayeed Nagar, Amar Layout, Kaval Bairasandra, Bengaluru, Karnataka 560045, India",Sayeediya masjid road,13.0183472,77.609128,Muneshwara Nagar,23.0,Water Supply and Services,Regular Water Supply,BWSSB,Open,0,1.0,critical
10321,2020-09-10 07:11:00,48,Dusbins not provided,"Hello respected sir /madam.

As we can experience a lot of pungent smell with full of mosquito and dengue infection due to garbage not dumbed in dustin there is no duster also not door to door collection of garbage and it is full on roads children's are getting diseased because of this we want the spot to be provided with proper dustbins also impose fine who dumps the garbage on road they burn it also im sorry to say the situation here is very bad the ward is totally avoided by MLA and Counsellors please do the needful.

Thank and Regards
Citizen 
Jai hind 
Jai karnataka",444,10.0,"Sayeediya Arabic College, Sayeed Nagar, Amar Layout, Kaval Bairasandra, Bengaluru, Karnataka 560045, India",Huda national.school,13.0183472,77.609128,Muneshwara Nagar,6.0,Garbage and Unsanitary Practices,Garbage Dumping In Vacant Lot/Land,BBMP,Open,0,1.0,critical
10322,2020-09-10 08:54:00,149,The road is in pathetic condition and please save people by putti...,The road is in pathetic condition and please save people by putting thar road for just 400 meters.. See the horrific condition.,56,10.0,"Castle Heights First Stone Apartments No. 51,52 Prakruti Urban Ville Layout, Panathur Main Rd, Panathur, Bengaluru, Karnataka 560087, India",,12.93488697,77.70810337,Varthur,15.0,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,Open,0,1.0,critical
10323,2020-09-10 12:37:00,149,Horrible road condition - Bhoganahalli,"Hi,

I purchased a flat in Bhoganahalli in 2018 Oct and it is really sad to see the condition of the road. In the last 2 years various agencies have dug up the road and just left the debris. There are expensive apartments like Rohan Iksha and school for young children on that road as well. We are all suffering because of the road conditions and elders are not even able to breathe due to the level of dust. 

My humble request to you is to please have this road repaired immediately to save us from this hell and also intall some street lights as it feel very unsafe in the night.

Thank you
Sairaj V
9980641272",67,10.0,"Bhoganahalli Rd, Kaverappa Layout, Kadubeesanahalli, Bengaluru, Karnataka 560103, India",New horizon vidya mandir,12.9336261,77.703911,Varthur,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0,0.242,new
10324,2020-09-10 13:38:00,129,Waste debries dumped leading into mosquito buildup,Waste debries dumped leading into mosquito buildup and unattended debries leading to pileup further,155,10.0,"4Th Cross Rd, Smv, Railway Layout, Jnana Ganga Nagar, Bengaluru, Karnataka 560056, India",Near Mallathahalli RTO,12.95650025,77.48576624,Jnana Bharathi,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,0,1.0,critical
10325,2020-09-10 14:16:00,199,Garbage dumped into lake,"All along the road adjacent to the lake  - lots of plastic and garbage is thrown and gets accumulated. with lots of rains and wind, this is getting  washed into the lake. 
Is it possible to keep a big garbage bin close to the apartment next to the lake, so garbage can be disposed in it.
so that the garbage will not get into the lake. 
we can protect the lake from pollution .",159,10.0,"Chikkabanavara Lake, Chikkabanavara, Bengaluru, Karnataka 560090",Chikkabanavara circle,13.0823475,77.5067606,Other,7.0,Lakes,Maintenance Of Lake Surrounding,BBMP,Open,2,0.278,low
10326,2020-09-10 15:15:00,40,This manhole is project out a lot from the road surface level. it...,"This manhole is project out a lot from the road surface level. it's so high projection that even car can't pass over it. Often peoples pass side by resulting inconvenience to opposite side commutors... during night time people accidentally drive over it and I have notices many 2 wheelers fail down..

Need proper repair urgently",380,2.0,"Gollarapalya Hosahalli, Bengaluru, Karnataka, India",,12.9962338,77.4795184,Dodda Bidarakallu,472.0,Sewerage Systems,Construction of Sewage Lines,BWSSB,Open,0,1.0,critical
10327,2020-09-10 15:28:00,143,No electricity since yesterday night,No electricity since yesterday night,33,1.0,"13-A, Devudu Narasimha Shastry Road, Sankarapuram, Bengaluru Urban, In, India",,12.9538027,77.57270127,Vishveshwarapura,4.0,Electricity and Power Supply,Regular Supply Of Electricity,BESCOM,Open,0,1.0,critical
10328,2020-09-10 15:29:00,150,"Fencing was cut off at kasavanahalli lake, please immediately clo...","Fencing was cut off at kasavanahalli lake, please immediately close it",437,10.0,"Kasavanahalli Lake, Eastwood Township, Bengaluru, Karnataka",,12.9035762,77.6672134,Bellanduru,7.0,Lakes,Sidewalls And Fencing For Lake,BBMP,Open,0,0.028,new
10329,2020-09-10 17:20:00,110,Avenue road bangalore,Avenue road bangalore,352,10.0,"Bangalore, Karnataka, India",,12.979647,77.59074,Sampangiram Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP,Open,0,0.658,medium
10330,2020-09-10 18:07:00,21,It’s been there for more then 4months no one comes to to clean it...,It’s been there for more then 4months no one comes to to clean it from bbmp side seeing the garbage even people passing though this route throws there garbage here and run off,155,10.0,"465, 1St Main Road, Hebbal, Bengaluru Urban, In, India",,13.02951809,77.59301701,Hebbal,6.0,Garbage and Unsanitary Practices,Clearance Of Garbage Dump Or Black Spot,BBMP,Open,1,0.979,high
10331,2020-09-10 19:52:00,104,Is it available in Athani taluk too?,Is it available in Athani taluk too?,256,4.0,"Vijayanagar, Bengaluru, Karnataka, India",,12.975596,77.5353881,Govindaraja Nagar,209.0,Safety and Crime,Increase police beat patrolling,BCP,Open,0,0.806,high
10332,2020-09-10 22:48:00,192,Horrible condition of road,The road is filled with potholes. Some potholes are so big that it turns into a pond after rain and some potholes are very deep. It's very dangerous to the motorists and the road needs to be fixed immediately.,66,10.0,"A-007, Skylark Zenith Apartment, Basapura Road, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100, India",Opposite Road of Skylark Zenith Apartment,12.8682513,77.6534032,Begur,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,1.0,critical
10333,2020-09-10 23:08:00,44,On the west of chord road near first block a guy in i rickshaw sp...,On the west of chord road near first block a guy in i rickshaw spat on the road without any concern of the COVID 19 spread. He also went ahed to ignore us while we were talking to him. Utterly disrespectful his rickshaw number was - KA 53C 7332. Please take actions as soon as possible,681,,"Mahalakshmi Layout, Bengaluru, Karnataka, India",,13.0145937,77.5514047,Marappana Palya,641.0,"Proibition & Sale of Tobacco products, Plastic carry bags",Spitting,,Open,0,1.0,critical
10334,2020-09-11 02:30:00,175,Stray dogs,"My name is akshita would like to bring to your kind attention on the problem sbi officers prime residency kodichikanahalli area people facing these days. Sir, there are so many mad street dogs in this locality because of them its very difficult to take step out from our houses sepcially at night.I come late night from my office and I have seen and faced this situation where these dogs barks and they come closer to the motor bike rider to bite. sometimes biker lose their balance from the road which become a cause of serious casulities.
Generally, these dogs you can be seen lying on the roads. I have fallen on the bike two times as well. Thr are more than 12 dogs next to our place barking all night, disturbing our sleep.. I tried complaining on bbmp sahaaya app.. it not working properly.plz help.",75,10.0,"3Rd Cross Rd, Kodichikknahalli, Seenappa Layout, Bommanahalli, Bengaluru, Karnataka 560076, India",Near kodichikanahalli bus stop,12.8962684,77.6193674,Bommanahalli,19.0,Animal Husbandry,Controlling Of Stray Cattle Or Maintenance Of Cattle Pound,BBMP,Open,1,0.26,low
10335,2020-09-11 08:53:00,186,Bad road conditions,Bad road conditions,67,10.0,"Puttenahalli Police Station, Kr Layout, Jp Nagar Phase 6, J. P. Nagar, Bengaluru, Karnataka, India",,12.9024571,77.5822556,Jaraganahalli,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Resolved,1,0.0,resolved
10336,2020-09-11 12:36:00,150,Digging of complete roads,"Hi Team, 

There is a complete digging of roads going on in my area because of which water tanker cannot come to  our building. Water tank is the only source of water, no borewells works here. we are in huge trouble and facing lots of problem which is affecting our Working hours at office. Please look into this at the earlienst.",42,,"3, Ambalipura - Sarjapur Rd, Kaikondrahalli, Bengaluru, Karnataka 560035, India",Next to sarjapur fire station,12.9161421,77.6751275,Bellanduru,9.0,Others,Others,,Open,0,0.361,low
10337,2020-09-11 14:29:00,73,Neighbour garage,24/7 Heavy noise/air pollution,44,7.0,"Chowdeshwari Nagar, Rajiv Gandhi Nagar, Hegganahalli, Bengaluru, Karnataka, India",Saibaba temple road,13.0018899,77.5232461,Kottigepalya,11.0,Pollution,Air Pollution,KSPCB,Open,3,0.0,new
10338,2020-09-11 18:01:00,194,Water pipe broken,Water pipe broken,56,10.0,"J P Nagar 8Th Phase, Jambu Savari Dinne, 1St Cross Rd, South Avenue, Gottigere, Bengaluru, Karnataka 560083, India",,12.8635939,77.5806166,Gottigere,15.0,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,Open,0,0.742,medium
10339,2020-09-11 19:11:00,24,Maintenance of street lights required,Maintenance of street lights required,62,10.0,"202, 12Th Main Rd, 5Th Block, Nagavara Village, Nagavara, Bengaluru, Karnataka 560045, India",,13.03615,77.62486833,HBR Layout,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,3,0.528,medium
10340,2020-09-11 21:48:00,158,Service road of veerabhadra Nagar is in bad condition for more th...,Service road of veerabhadra Nagar is in bad condition for more than 4 years. please tar the service road and make our life better,67,10.0,"Service Road, Veerabhadra Nagar, Banashankari Stage I, Banashankari, Bengaluru, Karnataka, India",,12.9354818,77.5364573,Deepanjali Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0,0.292,low
10341,2020-09-11 22:18:00,54,"Street light in 4th Cross Basaveshwara layout, Byrathi -ward 54 i...","Street light in 4th Cross Basaveshwara layout, Byrathi -ward 54 is not working and needs to be replaced. this the second time complain has been raised correct this it's better to install LED",62,10.0,"#7,7Th Crass Blassing Garden Rood Byrathi Village #7,7Th Crass Blassing Garden Rood Byrathi Village, Rammana Layout, Bengaluru, Karnataka 560077, India",,13.0533026,77.6510608,Hoodi,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Resolved,1,0.0,resolved
10342,2020-09-11 23:07:00,46,Bad Road Condition,Jayamahal Road near Doordarshan Kendra signal is in very bad condition and can cause road accidents specially for 2 wheeler riders.Kindly look into the matter and do the needful.,66,10.0,"Munireddypalya, J.c.nagar, Bengaluru, Karnataka 560006, India","Doordarshan kendra, Jayamahal Road",13.0091919,77.5917564,Jayachamarajendra Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,1.0,critical
10343,2020-09-12 04:12:00,114,Street lights not working,Please repair street lights of Agara Flyover. None of the street lights of Agara flyover are working.,62,10.0,"Agara Flyover, Pwd Quarters, 1St Sector, Hsr Layout, Bengaluru, Karnataka, India",Agara Flyover,12.9241019,77.6520091,Agaram,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,0,0.819,high
10344,2020-09-12 04:17:00,150,Street lights not working,Please repair street lights of Bellanduru Outer Ring Road. None of the street lights are working.,62,10.0,"Marathahalli - Sarjapur Outer Ring Rd, Devarabisanahalli, Bellandur, Bengaluru, Karnataka 560103, India",Rmz ecospace,12.9274949,77.6809662,Bellanduru,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,0,1.0,critical
10345,2020-09-12 04:22:00,114,Street lights not working,"Please repair street lights in Sarjapur Main Road, Jaksandra Extension, Koramangala. Landmark- Agara Lake. None of the street lights are working.",62,10.0,"Sarjapur Main Rd, Jakkasandra Extension, Koramangala, Bengaluru, Karnataka 560034, India","Agara Lake, Sarjapur Road, Jaksandra Extension",12.9248568,77.6484525,Agaram,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Open,0,1.0,critical
10346,2020-09-12 08:41:00,199,Removal of Stray Pigs,"Dear Authority,

With humble request, I would request to remove a bunch of stray pigs creating menace in the neighborhood. Whole night and day they keep making mess on the road, create loud noises, fight within. This gets really disturbing in night. They have reproduced multiple folds in the last year. 

Please help us.",436,10.0,"Sri Manjunarha Residency, Thomas Layout Main Rd, Carmelaram, Hadosiddapura, Chikkakannalli, Bengaluru, Karnataka 560035, India",Ambiance Ample,12.898532,77.7026121,Other,19.0,Animal Husbandry,Controlling Of Stray Pigs,BBMP,Open,0,1.0,critical
10347,2020-09-12 09:19:00,5,"There is AstraZeneca's Factory near Bagalur Cross, Opp to BSF Yel...","There is AstraZeneca's Factory near Bagalur Cross, Opp to BSF Yelahanka. The factory chimney exhales a big amount of smelly black smoke day and night which is toxic and also harmful to the people staying nearby as its drugs/ pharmaceutical factory. Kindly look into the matter.",44,7.0,"Astrazeneca, Yelahanka Airforce Base, Bengaluru, Karnataka, India",,13.1256145,77.614686,Jakkuru,11.0,Pollution,Air Pollution,KSPCB,Open,0,1.0,critical
10348,2020-09-12 10:49:00,104,Manhole is damaged and causing trouble for vehicle  movement and...,Manhole is damaged and causing trouble for vehicle  movement and rain water overflowing into our due to this.  No action taken till now when told personally,63,2.0,"8Th Main Road, Govindaraja Nagar Ward, Sampige Layout, Vijayanagar, Bengaluru, Karnataka, India",,12.9741627,77.5352524,Govindaraja Nagar,472.0,Sewerage Systems,Maintenance And Repair Of Manholes,BWSSB,Open,1,1.0,critical
10349,2020-09-12 10:56:00,104,Road is fully  damaged and causing trouble in vehicle movement  a...,Road is fully  damaged and causing trouble in vehicle movement  and causing further damage with no action taken from BBMP and BWSSB in spite of calling and meeting personally.  Road repair hasnot been done from 3 years. Both BBMP n BWSSB are pinpointing on each other but no one taking action and result is this and no wonder this road will get fully damaged in few months.  BBMP or BWSSB whoever it is take action and rectify the issue,474,10.0,"8Th Main Road, Govindaraja Nagar Ward, Sampige Layout, Vijayanagar, Bengaluru, Karnataka, India",,12.9741627,77.5352524,Govindaraja Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Removal Of Roadside Debris (Construction Material),BBMP,Open,2,1.0,critical
10350,2020-09-12 11:58:00,25,"Very bad roads in layout, all the people in layout been affected.","Very bad roads in layout, all the people in layout been affected.",66,10.0,"Kothnur Narayanapura, Bengaluru Urban, In, India",,13.0574558,77.64663958,Horamavu,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,1.0,critical
10351,2020-09-12 11:58:00,54,Open Drainage and mud road,"Road need to be asphalted and open drainage.
Conditions of roads are very bad and during rainy seasons unable to walk.
And also open drainage across the road, pigs also roaming around.",352,10.0,"2Nd Main Rd, Belathur, Bengaluru, Karnataka 560067, India","Near Maruthi Temple,Belathur Bus stop",13.005258,77.7577979,Hoodi,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP,Open,1,1.0,critical
10352,2020-09-12 15:25:00,56,Never ending footpath digging,"BBMP has dug up all the lanes in Pai Layout and kept it that way for the last one month. They have dig up the main entrance to the lanes and made it difficult for cars to go through the other lanes. Where they have fixed the exits, the word is so shoddy that cars either get stuck in the low joints or go up a slope. What kind of work is this? Is this only for making money again and again doing the same work? Why can they not work on it and just keep it dug up? Such apathy from the BBMP...",422,10.0,"72, 11Th Cross Rd, Sakshi Nagar, Pai Layout, Mahadevapura, Bengaluru, Karnataka 560016, India",Sweet Chariot,12.99318262,77.66753939,A Narayanapura,15.0,"Mobility - Roads, Footpaths and Infrastructure",Repair Of Existing Footpaths,BBMP,Open,2,1.0,critical
10353,2020-09-12 16:21:00,34,Foul Smelling,A lot of unauthorised people and vehicles cause noise,340,10.0,"16, Khm 3Rd Main Rd, Ganganagar, Bengaluru, Karnataka 560032, India",Opposite to New Shanti Sagar Hotel,13.022715,77.590657,Gangenahalli,6.0,Garbage and Unsanitary Practices,Build Dry Waste Collection Centre,BBMP,Open,0,1.0,critical
10354,2020-09-12 18:11:00,54,No road for commuting,There are more than 1000 families lives here but there is no road for commuting. It will become nearly impossible to walk on this road when it rains. People has to struggle to reach main road,56,10.0,"Belathur Main Rd, Opp-Hdfc Bank Road, Belathur, Krishnarajapura, Bengaluru, Karnataka 560067, India",Opposite road of HDFC bank,13.0052346,77.758843,Hoodi,15.0,"Mobility - Roads, Footpaths and Infrastructure",Flooding/Waterlogging Of Roads And Footpaths,BBMP,Open,0,1.0,critical
10522,2020-10-01 01:26:00,198,There are too many stray dogs who keep attacking people. Also we have elder people at house who cannot sleep as they keep barking.,"There are too many stray dogs who keep attacking people. Also we have elder people at house who cannot sleep as they keep barking. 
We dont hate dogs but now a days it has become a great peoblem.",77,10.0,"Nanjappa Layout, Raja Rajeshwari Nagar, Hemmigepura Ward 198, Rr Nagar, Bengaluru, Karnataka 560098, India",2nd main,12.9101739,77.5065814,Hemmigepura,19.0,Animal Husbandry,Stray Dog Sterilisation/Animal Birth Control (ABC),BBMP,Open,0,0.656,medium
10523,2020-10-01 09:55:00,53,Broken road for months,"Hi team,
People from BBMP dug the road for sewage and kept it as it is. Front of the house also we just have a slab to walkover. Its rainy season and people can't park their cars, have to walk on that muddy road.",343,10.0,"White Stone Apartment, Bus Stop, 180, 3Rd Main Rd, Near Bhattarahalli, White City Layout, Shirdi Sai Layout, Seegehalli, Krishnarajapura, Bengaluru, Karnataka 560049, India",Beside lotus homeo clinic,13.0190265,77.7158234,Basavanapura,15.0,"Mobility - Roads, Footpaths and Infrastructure",Construction Of Roadside Drains,BBMP,Open,0,0.55,medium
10524,2020-10-01 10:44:00,35,Bad Road Condition,"There are numerous potholes inspite of the repair work.
Very dangerous for daily commuters.
Kindly look into it.
Thank you",66,10.0,"Gate No.7, Palace Grounds, Bellary Rd, Sadashiva Nagar, Armane Nagar, Bengaluru, Karnataka 560006, India",Sheesh Mahal gate no.7,13.0065573,77.5841612,Aramane Nagara,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,0.717,medium
10525,2020-10-01 11:44:00,58,Garbage dumping in vacant (HAL) Land,"Kindly clear the garbage dumped in the vacant land and also clear the unwanted trees and bushes grown in vacant HAL land as they are creating the source of habitat of many insects and reptiles. Today itself a snake is spotted in this land last week also we spotted a cobra there. This is very dangerous for the residents residing there.

Kindly look into this matter, I am also attaching the pics.",444,10.0,"50/1, 8Th A Cross Rd, Byrasandra, C V Raman Nagar, Bengaluru, Karnataka 560075, India",Land between Cremation ground and Malnad towers,12.97829728,77.66670534,New Tippasandra,6.0,Garbage and Unsanitary Practices,Garbage Dumping In Vacant Lot/Land,BBMP,Open,0,0.667,medium
10526,2020-10-01 12:48:00,40,Big Potholes,"Very bad condition of approach road towards our apartment from long time. No action taken. Please fill the path hole if making of road is not possible. Many time people vehicle has fallen in holes, it may cause some day big accident.",66,10.0,"G Hosahalli Vishwaneedam Post, Kempegowdanagar, Byadarahalli, Bengaluru, Karnataka 560091, India",Near Sri Krishna Hospital,12.9975085,77.4782084,Dodda Bidarakallu,15.0,"Mobility - Roads, Footpaths and Infrastructure",Fixing/Reparing Potholes,BBMP,Open,0,1.0,critical
10527,2020-10-01 13:09:00,162,Bescom is repairing electrical equipment in unsafe manner by putt...,Bescom is repairing electrical equipment in unsafe manner by putting people life at risk.,246,1.0,"291, 1St B Cross Road, Banashankari Stage 3, Bengaluru Urban, In, India",,12.93502521,77.54060363,Girinagar,207.0,Electricity & Power,Repair of transformers/ electric poles,BESCOM,Open,0,0.347,low
10528,2020-10-01 14:05:00,88,Loud Motorbike Tempo Traffic,"Tempo and Motorbike Traffic
Tempos and Two Wheelers are using 1st Cross( between 16th and 17th Main) throughout the day to Bypass 100 ft road. Residents are fed up with continuous loud noise from motorbikes and tempos and the dust they create. Traffic is there till 2:00 am in the night. There is a motorbike or tempo every 10 seconds on this road, throughout the day. Officials can come and verify this. Kindly help and block one side of the road (make it No Entry or Exit) to stop this. If intersection of 16th main and 1st Cross is blocked permanently problem will be solved. Please help",42,,"2027, 1St Cross Rd, Hal 2Nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India","16th main, 1st cross",12.9655065,77.6420569,Jeevanbhima Nagar,9.0,Others,Others,,Open,0,0.292,low
10529,2020-10-01 14:50:00,130,Tarring the broken road,"Roads are full of pothole and Tarring is not done at all. Even drainage pipes are not installed. 
During rainy season many people including children and senior citizen are fell due to improper road.",352,10.0,"Indus Westside Hospital, 1St Block, Shirke Layout, Kengeri Satellite Town, Bengaluru, Karnataka 560060, India",Opposite to Medsol Hospital,12.93219569,77.49307918,Ullalu,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Mud/Kutcha/Unpaved Road,BBMP,Open,0,1.0,critical
10530,2020-10-01 21:34:00,110,Disturbance of garage work like painting and other noisy work done throughout the day,Disturbance of garage work like painting and other noisy work done throughout the day,424,4.0,"Cubbon Rd, Fm Cariappa Colony, Sivanchetti Gardens, Bengaluru, Karnataka 560042, India",560058 laggere,12.97683282,77.61123411,Sampangiram Nagar,2.0,Crime and Safety,Increase Number Of Beat Patrols,BCP,Open,0,1.0,critical
10531,2020-10-02 00:49:00,153,Most of the time this street light won't work,Most of the time this street light won't work,62,10.0,"F F Traders, Sr Krishnappa Garden, Jayanagar, Bengaluru, Karnataka, India",,12.9310904,77.5966305,Jayanagar,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Resolved,1,0.0,resolved
10532,2020-10-02 07:38:00,9,Hawkers & vendors are filling up choking the Main Road of Vidyara...,"Hawkers & vendors are filling up choking the Main Road of Vidyaranyapura at NTI Ground, Durga Temple Arch , Canara Bank, First Block towards Nanjappa, Nanjappa Circle so much that the common man is finding it hard to even park our vehicles on the road for doing business with legal businesses who have set up shops. It used to be few but now numbers of Hawkers have exponentially gone up growing to become an inconvenience for normal /peak time traffic.",58,10.0,"Reliance Trends, Nti Layout, Vidyaranyapura, Bengaluru, Karnataka, India",,13.0776191,77.5585265,Vidyaranyapura,15.0,"Mobility - Roads, Footpaths and Infrastructure",Management Of Hawkers and Vendors,BBMP,Open,0,0.0,new
10533,2020-10-02 09:21:00,67,Use of Speakers,In a recent days there is a lot of hawkers and street vendors who uses loud speakers and shout loudly to sell their products. This is causing lot of problems . . Also creating nuisance and disturbance. Please resolve the issue.,46,7.0,"Nagapura, Bengaluru, Karnataka, India",Near vidya barathi school,13.0021081,77.5443184,Nagapura,11.0,Pollution,Noise Pollution,KSPCB,Open,0,0.969,high
10534,2020-10-02 09:22:00,97,Srirampura 7th main is very difficult to drive.. both sides parki...,Srirampura 7th main is very difficult to drive.. both sides parking and road in bad condition..,67,10.0,"26, 5Th Cross, 7Th Main, Sreerampura, Bangalore 560021",,12.9921049,77.5664248,Dayananda Nagar,15.0,"Mobility - Roads, Footpaths and Infrastructure",Tarring Or Asphalting Of Existing Road,BBMP,Open,0,0.783,high
10535,2020-10-02 11:17:00,24,Trees touching electricity wire and has danger of short circuit....,"Trees touching electricity wire and has danger of short circuit. kindly look into this. location - Hennur 3rd cross, Hrbr layout 4th block, grace garden apt",62,10.0,"Hennur 3Rd Cross, Meganahalli, Kalyan Nagar, Bengaluru, Karnataka, India",,13.028839,77.6349981,HBR Layout,470.0,Street lighting,Maintenance/Repair Of Streetlights,BBMP,Resolved,1,0.0,resolved
10536,2020-10-02 12:35:00,65,Mosque azaan sound too loud,The mosque in Malleshwaram 3rd and 4th cross have increase volumes beyond tolerable levels. more than the NGT recommended values. All complaints and suggestions lead no where.,149,10.0,"Malleshwaram, Bengaluru, Karnataka, India",Mantri,13.0055113,77.5692358,Kadu Malleshwara,1.0,Certificates,Certificates - Other,BBMP,Open,0,0.417,low
10537,2020-10-02 13:51:00,145,Drainage Overflow,"Last 45 days, drainage overflow and leaked in the 4th cross, Wilson Garden, Bangalore. Several times we complain in the website and call thru phone but still not rectified. Due to this, we are as a family scared about Corona and multiple diseases will cause. Kindly do needful.",311,2.0,"4Th Cross Rd, Ngo Colony, Wilson Garden, Bengaluru, Karnataka 560027, India",Opp. Elite Car Care,12.950932,77.5945629,Hombegowda Nagar,472.0,Sewerage Systems,Sewarage Or Storm Water Overflow,BWSSB,Open,0,0.903,high
